title,url
Cognitively inspired task design to improve user performance on crowdsourcing platforms,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Will the crowd game the algorithm? Using layperson judgments to combat misinformation on social media by downranking distrusted sources,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Crowd -designed motivation: Motivational messages for exercise adherence based on behavior change theory,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
"Crowd size, diversity and performance","https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
"Emerging sites of HCI innovation: hackerspaces, hardware startups & incubators","https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
A data-driven analysis of workers' earnings on Amazon Mechanical Turk,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Graffito: crowd -based performative interaction at festivals,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Combining crowdsourcing and google street view to identify street-level accessibility problems,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
"Respeak: A voice-based, crowd -powered speech transcription system","https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Who are the crowdworkers? Shifting demographics in Mechanical Turk,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Distributed analogical idea generation: inventing with crowds,"https://scholar.google.com/scholar?start=20&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
The effects of sequence and delay on crowd work,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Strategies for crowdsourcing social data analysis,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Improving crowd -supported gui testing with structural guidance,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Twitinfo: aggregating and visualizing microblogs for event exploration,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Crowdsourcing graphical perception: using mechanical turk to assess visualization design,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Unlocking the expressivity of point lights,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Crowd computer interaction,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Crowdfunding inside the enterprise: employee-initiatives for innovation and collaboration,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Heteroglossia: In-situ story ideation with the crowd,"https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
""" Hi! I am the Crowd Tasker"" Crowdsourcing through Digital Voice Assistants","https://scholar.google.com/scholar?start=30&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Tangible programming in the classroom with tern,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Crowdsourcing user studies with Mechanical Turk,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Show me the money! An analysis of project updates during crowdfunding campaigns,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Turkopticon: Interrupting worker invisibility in amazon mechanical turk,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
The effect of peripheral micro-tasks on crowd ideation,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
A pilot study of using crowds in the classroom,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Modeling task performance for a crowd of users from interaction histories,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Characterizing debate performance via aggregated twitter sentiment,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Finding dependencies between actions using the crowd,"https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
"Coordinating tasks on the commons: designing for personal goals, expertise and serendipity","https://scholar.google.com/scholar?start=40&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
